stepsize:0.5
0	0.507526	0.000413	4.9e-05
1	0.446328	0.000571	5.5e-05
2	0.335253	0.000699	6e-05
3	0.298616	0.000827	6.4e-05
4	0.19662	0.000957	7.2e-05
5	0.144626	0.001097	9.1e-05
6	0.113693	0.001224	9.5e-05
7	0.0917356	0.001351	9.9e-05
8	0.0562611	0.001479	0.000103
9	0.0331147	0.001606	0.000107
10	0.0355087	0.001732	0.000111
11	0.0363613	0.001859	0.000115
12	0.0521431	0.001986	0.000119
13	0.0578837	0.002113	0.000123
14	0.0547432	0.002239	0.000127
15	0.0440466	0.002376	0.000143
16	0.0326945	0.002517	0.000163
17	0.0223093	0.002664	0.000189
18	0.0177117	0.002805	0.000209
19	0.0157674	0.002948	0.000231
20	0.0148862	0.003089	0.000251
21	0.0144551	0.00323	0.000271
22	0.0141775	0.00337	0.000291
23	0.0139312	0.003511	0.000311
24	0.00506059	0.003939	0.000618
25	0.00520824	0.004069	0.000623
26	0.00426436	0.004196	0.000627
27	0.00293917	0.004322	0.000631
28	0.00300571	0.004455	0.000635
29	0.00322981	0.004582	0.000639
30	0.00199294	0.004709	0.000643
31	0.0022058	0.004835	0.000647
32	0.00247062	0.004962	0.000652
33	0.00233103	0.005088	0.000656
34	0.00164352	0.005215	0.00066
35	0.00106275	0.005353	0.000677
36	0.000746007	0.005485	0.000681
37	0.000563189	0.005612	0.000685
38	0.000536091	0.005738	0.000689
39	0.000468212	0.005868	0.000697
40	0.000346574	0.005995	0.000701
41	0.00022503	0.006121	0.000705
42	0.00016613	0.006247	0.000709
43	0.000155022	0.006373	0.000713
44	0.000118098	0.006502	0.00072
45	0.00010837	0.006628	0.000724
46	0.000120018	0.006754	0.000728
47	0.000119503	0.006882	0.000735
48	9.91601e-05	0.007009	0.000739
49	7.94014e-05	0.007135	0.000744
50	5.51825e-05	0.007273	0.000762
51	4.8552e-05	0.007523	0.000891
52	4.8216e-05	0.00765	0.000895
53	4.30907e-05	0.007777	0.000899
54	3.18559e-05	0.007903	0.000903
55	2.9955e-05	0.008029	0.000907
56	2.82783e-05	0.008155	0.000911
57	2.62518e-05	0.008284	0.000918
58	1.79717e-05	0.008411	0.000922
59	1.28485e-05	0.008556	0.000939
60	1.0883e-05	0.008687	0.000943
61	9.69275e-06	0.008818	0.000947
