5.114801613709089034e-01 8.553779146686560364e-02 9.564355231257563039e-01 9.804156547917516340e-01 -9.443102731813056705e-01 4.594700429609094861e-01 1.346412274882763604e+00 -7.739014237153806208e-01 6.073637549107999689e-01 -9.884109734095348765e-01
4.909260361671566875e-01 -7.836256693284653352e-01 -1.230935442723775364e-01 -1.013458293220357520e+00 4.155445396726917817e-01 -6.041624925504103238e-01 1.393507334759650940e+00 7.434482871180547736e-01 4.475090619550726734e-01 8.967504514169879481e-01
7.367605143195851136e-01 -1.997498501139771676e-01 -7.888395563316750181e-01 1.735178227178394428e+00 6.366136488294420470e-01 2.787855815320564368e+00 9.769379111209944844e-01 1.985849619227739726e+00 -7.983970561085577122e-01 -6.452591177163357061e-01
1.009313507590214043e-01 -2.086080541005092659e+00 4.553681619034763428e-01 1.042312694338156237e-01 7.618886909182939760e-02 -1.030299497465836156e+00 -5.915853048395680602e-01 -5.020746210225012218e-01 -2.934041904022705594e-01 2.238766588487464404e-01
-1.385522504563572843e+00 -4.283258496946261706e-01 2.256337605548995318e-01 -3.233526382116425624e-01 8.673882121735813078e-01 -3.808523179688582672e-01 -1.270301026441123526e-01 -1.165630537966180658e+00 2.973914935401470228e+00 4.306976611808182032e-01
8.935868697540984007e-01 8.173625108974397202e-01 8.849739304077255397e-01 -7.861841700853124948e-01 -7.005504227828950325e-01 1.023438469574175919e-01 -7.657829183207603974e-01 -6.954134275060067094e-02 -2.183002600076522359e+00 -6.082960621751445363e-01
4.237488756568739690e-01 -2.128880480448505530e+00 9.874772955503033009e-03 2.752371077362691931e+00 4.126486536452789178e-01 9.415347750004506855e-01 -2.842173267560861860e-01 1.168347407031950835e+00 6.182905073496329507e-02 9.824345056827314682e-02
-7.201683642900833515e-01 -1.149827583566554123e+00 -1.253461740764785670e+00 -2.382374918324661639e+00 -3.315889304076456434e-01 6.041310690320008669e-01 9.714624421971097823e-02 -1.648239876965755579e+00 1.662169141954450202e+00 1.167031989856250451e+00
-3.890592350027645141e-01 -1.740478425627313808e+00 1.834757561413105531e+00 5.547528137566554163e-01 -1.153271911769056857e+00 4.651213495047547553e-01 -2.810020784771120189e-02 -2.264085163695932768e-01 -6.416090640713908444e-01 1.829070823505900278e-01
1.543577218039137611e+00 9.329775994169553499e-01 6.954995553143734910e-02 1.205312273072200346e+00 -1.326430872247418957e+00 -3.087567841148257664e+00 4.869187288469264407e-01 2.091317287870461394e-01 -2.026540399363878198e+00 -5.946252020985746123e-01
