7.290699960547389891e-01 -1.195171625858685999e-01 -4.402521176301540384e-01 1.079495452233428132e+00 -5.704496714808489077e-01 -1.028649280941880573e+00 1.178844023981951539e+00 6.307622218538444514e-01 -6.813878935975854478e-01 2.910741061263021068e-02 9.632421909962838313e-01 -2.665402010103493646e-01 -1.384761029838943169e-01 -2.269964429150757301e-01 1.277575535697115461e+00 1.790758198004521462e-01 5.546466381367270992e-01 -5.436815370675732728e-01 -8.503861392240601447e-01 1.607920178519740118e+00 4.767555833659016251e-01 -5.924703537324544911e-01 -1.601994639214108451e+00 -2.580724053282722696e+00 3.457081118150392429e-01 7.801431190904194457e-01 2.662863338061834395e-01 -3.980157838738937470e-01 -7.393878610587804046e-01 1.151331887294062550e+00 1.814488364110758756e+00 1.231524127887639875e+00 3.719280135411663357e-01 -7.175735057395672689e-02 5.272745331098928068e-01 -1.056073339731582461e+00 -7.192307311891404931e-01 -8.062979030639604305e-01 2.697593267704829767e-01 2.178426166581461376e-01 -1.678603134022423893e-01 1.863237904786272603e+00 -1.103667236374003435e+00 -6.994880946409467448e-01 -1.433128755660214582e-01 -6.938345725726202673e-01 1.614335456243575662e+00 1.043849564370189942e+00 2.313616615845601743e-01 7.847741655346827105e-01
-3.619648021619072120e-02 2.587386129149952807e-01 8.192843798638793640e-01 -8.268581063844667733e-01 1.663086435950273945e-01 -4.410493922032149294e-01 1.408446261010583289e-01 4.558140954451115473e-02 3.727672500024298841e-01 1.062927288717740337e+00 1.007320287020686767e+00 -6.957125383998227219e-01 -1.811370479773521669e-01 1.708220217862147283e+00 -3.975394772579736724e-01 2.276026558935253796e-01 1.438319520466241341e+00 3.499930237722302662e-02 -8.909289677749239189e-01 -1.366580566606219183e+00 2.580219795524190118e-01 4.638987353479328002e-01 -1.123957711964957751e+00 -7.323596736482586023e-01 -1.080287477820237596e-01 6.897510842598598702e-01 1.072920739577588378e+00 3.890599305277416819e-01 -2.640361008518019026e-01 7.207972677551737206e-01 -1.132483240996664753e+00 -1.030221323638354364e-01 6.085108798082257131e-01 -1.020441865497036638e+00 -1.508959820506729221e-01 7.511564869310405346e-01 4.709175399959996677e-01 -2.510404066105712539e-01 5.317630271026281275e-01 1.638475294397373938e+00 -1.654226930926876893e+00 1.337261723150204029e-01 -1.228856893209122475e-01 -7.592878102003999263e-01 8.705011150987865820e-01 1.146357948014464362e-01 -2.717268827756044169e-01 7.653075921047809427e-01 1.150071453684346601e+00 7.096072402189689265e-01
-1.982186390161235323e+00 -9.179354507614931880e-01 -9.986014443346176439e-02 -8.579153254991045419e-01 1.856250451571332949e-01 -7.727987470337126519e-01 -6.403353241922996597e-01 -9.145027031619983315e-01 -3.577122207053882730e-01 -1.025199557764572944e+00 1.318185590717588784e-01 -1.871018900920774941e+00 7.694533968478866059e-01 1.520292710929579266e-02 4.921509418531249680e-01 -9.245161667843200259e-01 8.319333576214045234e-01 -5.452190836435380494e-02 1.512148237908270687e+00 6.693376499586521922e-01 3.229201014423112581e-01 -1.190886682540772679e+00 -3.745557483144288935e-01 6.585907759871321154e-01 3.076947856212183252e-01 1.066554362522882382e+00 1.887453374394731043e+00 -4.588705041651833239e-01 -3.896143982048771437e-01 -9.338982624402176747e-01 2.697105716686881705e-01 3.070900690452908588e+00 4.220613626121271222e-01 1.591464174605670578e+00 -5.670742848888307708e-02 1.539252592129119357e+00 -7.595262552806353318e-01 8.232587478927380076e-01 3.347547782602619537e-02 5.260951116434200436e-01 -1.215245720180314182e+00 -7.940718101654146155e-01 1.301148189523217535e+00 9.373648277791954975e-01 -1.882807931887246822e+00 -1.158473446021245357e+00 -2.001640055898439852e-01 5.684731852213437131e-01 -1.711284590651518667e-01 -1.049140725642708771e+00
1.838025832260514747e-01 6.864038024906881086e-01 1.713683713452909485e+00 1.071507655399417835e+00 -7.223534576425394427e-02 4.945306887896669945e-01 6.418098842348436417e-01 -8.087593456414051696e-01 -1.617316093413613265e+00 7.680014797087937328e-01 6.533401367054223474e-01 1.567894968326524863e+00 7.029016971803443425e-01 -5.468507940584784732e-01 -2.610346321439889206e-01 -9.306188918727886783e-02 9.873324483040167854e-01 6.198840753609720089e-01 -5.326331663537064998e-01 5.396102472295172259e-01 2.014640149099234723e+00 -9.760700798206745077e-01 1.416941140095099527e+00 1.132397762172628664e+00 -1.447736009768602283e+00 1.885235628745443315e-01 1.411235137892800307e+00 -6.618690799616507858e-01 1.065526643536466589e-01 9.222427482463123327e-02 7.319150864371856136e-01 7.318842340585133277e-01 2.483351352227372022e+00 8.711362320690831940e-01 -1.077160589718369810e+00 2.435114635153378115e-01 1.396362900714714250e+00 -8.231841795776018156e-01 -1.027743191308628568e+00 -1.465053372781287278e-01 -3.390846410116484799e-01 2.920744911943591871e-01 8.153376791485874575e-01 4.469598839392129874e-01 5.565997751748971156e-01 9.110097334415055981e-01 -1.181620555872662459e+00 -5.815060309623321100e-01 -1.082284345211682874e-01 -1.000526571822597077e+00
7.464135485165880324e-01 -5.197424874074511036e-01 1.312749727880061279e+00 1.037271805713624595e-01 5.666334697228957440e-01 -9.075600744328419234e-01 -4.482911303068862902e-02 1.276531843338892580e+00 -2.672479818994291656e-01 1.581215662701668689e+00 1.021154860713779644e-01 1.443893935795294903e+00 1.327976515191290119e+00 -1.179671739408046260e+00 1.754431426319423171e+00 -1.856835672568741824e-01 1.510350747291170581e+00 -1.511095144687695457e+00 -1.499857882086668148e+00 1.260680625329801519e+00 -4.517861414428149813e-01 1.029652763880128497e+00 -6.146678482511833130e-02 3.502775131906387673e-01 1.151182934799685614e-01 -4.699448189686853961e-01 -1.678837957651459378e+00 -1.187223448252705760e+00 2.347716252671522286e-01 5.763912796426058360e-01 -1.738319688917653871e-01 1.771482884126151236e-01 -6.896102429550439450e-02 -1.002533556124501457e+00 -1.736454429362053409e+00 -3.553555151316920013e-01 2.726024609238960061e-01 5.245699781671834400e-02 1.375463022271982694e-01 1.245269429569459296e+00 -8.843037196438682246e-01 -2.043108157271497305e+00 -1.471391681674156571e+00 -1.112583050093609582e+00 -8.556419959484689031e-01 1.016020017458736158e+00 7.138705270771791289e-01 -7.609490130985621659e-02 1.189012691977794356e+00 -2.316015242262988050e+00
-1.165570250192277335e+00 2.570465742853468072e+00 6.098466523890060387e-01 -1.913720863007426221e-01 -6.096403654104035064e-02 -1.132548829429181003e+00 5.208529198421382178e-01 8.097749728963224980e-01 8.937106267339250953e-01 6.784727511871205818e-01 -5.217447703172045648e-01 -1.458626755336059677e+00 -7.704738780896028816e-01 9.287201764397573500e-01 7.717012970901558910e-01 6.095105800858653389e-01 -5.639318422754053817e-01 8.531756109770227692e-01 9.586689129122740738e-01 9.705206599405150625e-01 4.976110158653051507e-01 3.271640368346893646e-01 -1.597081956948874559e+00 1.300672662703601601e+00 4.539392188776686932e-01 -1.134000746360254441e-01 2.514272445489483809e-01 -6.372440031110270242e-01 -8.910637689739744904e-02 6.034281025704102408e-01 -4.909041227057823753e-01 1.907149240868983298e-01 9.637523189633616649e-01 4.108554256653903503e-01 -7.840362170509604933e-01 -1.209135808682931579e+00 -8.296456908577941602e-01 -7.019838653445128474e-01 6.045509999485121355e-01 1.281895934717236951e+00 1.359139140916503674e+00 -2.256895998119484159e-01 -1.610242309895054236e+00 -3.151395886198203877e-01 1.281443132721939326e+00 -6.147592622200938051e-01 5.737945263016444031e-01 -1.529928812614203659e+00 -1.553799313344868538e-01 5.250913817565728836e-01
-4.706984550051611649e-01 8.199109165756008899e-01 -1.365521171375748910e+00 2.234820988440418543e-01 1.779638354228915698e-01 2.410896399705632742e+00 7.579980815828224472e-03 -2.630276645518684342e-01 -4.018774503836115564e-01 7.388569639218832696e-01 -4.437790234174481818e-01 -2.460606690236457617e-01 1.475421781916921526e+00 1.421123601717312335e+00 -1.373870862620055089e+00 4.278713289523401464e-01 -2.145265337744731715e-01 9.521394939693667014e-01 1.584227742392534666e-01 1.104161088659457945e+00 -8.700318889961068392e-01 8.403083300931311894e-02 -1.182720141404431380e-01 3.007403817443368155e-01 -4.639643602392619082e-01 -6.816397344057048002e-01 -1.425386301954255641e-01 -7.457488309453597086e-01 4.293987227258207473e-01 -1.465996200212861478e+00 1.457928444594074779e+00 -9.566502191581874870e-01 -5.152445966944755318e-01 -1.034894353579911108e+00 1.099991806264355443e-01 6.524878913063206776e-01 -5.132179035732734595e-01 -2.853892811450052802e-01 1.043727492019692615e+00 -6.371111837600593741e-01 2.313733493004013486e-01 6.168291298864932853e-02 -8.750718483763449962e-01 -1.037361694667469081e+00 -6.027063668846585065e-01 1.094055633258524507e+00 1.523614027088545875e+00 1.339039903415185362e-01 6.568269750428260556e-01 9.054022719779035722e-01
3.803944375687570711e-01 4.609794258118948829e-01 1.361885885908374338e-01 -1.701440893959170753e-01 -5.902623937187697623e-01 -2.529460038017423695e-01 6.967100860826218600e-01 -1.745130702563233438e-01 1.205460615184841489e+00 -2.657078697786047883e+00 5.763566396672897829e-01 9.794593645389674252e-01 4.090733392764920318e-01 -3.334754295082141828e-01 9.968334238203292452e-01 -2.610642945761585398e-01 -3.577310526273799057e-03 -1.347665465584481012e-02 8.731104275450696228e-01 3.642634066861927256e-01 1.389409347373687043e+00 9.294087998557875041e-01 1.102177918947712332e+00 -1.253144835160613813e+00 -8.654163308908047192e-01 -8.886035846463542498e-01 5.943571940462808456e-01 -3.951237536966925035e-01 -8.478398724102319539e-01 -1.008132076245548348e+00 6.579116003068906648e-01 1.402236489394327545e+00 -2.115084336393117770e+00 4.781727307531087323e-01 7.948921641775009705e-01 1.237667579416905195e+00 3.274875520081668712e-02 -7.879516798934869115e-01 -4.458914268357000998e-01 2.540982115341641201e-01 -9.281918899419455693e-02 -1.330762376469413866e+00 7.404604815703988985e-01 -1.896516157763195043e+00 -1.445732291415104731e+00 4.590156630815445116e-01 -7.869604887556429507e-01 1.261659356205186100e+00 6.838653455225595090e-01 1.556886568749798139e+00
1.543214050337805565e+00 -8.104379511604794528e-01 -8.186617222004152761e-02 1.184484325719827556e-02 2.217426856661065315e+00 1.377034143971352487e+00 1.227800536988911118e+00 -2.066188539704163496e+00 5.504376403802523354e-01 1.287596075277565921e+00 -7.815178426554501012e-01 -4.131223229158957344e-01 -9.246516737537754382e-01 2.868635786629198381e-01 7.808540202027907107e-01 1.306574293693749222e+00 -7.827945949469018450e-01 4.606926898841142148e-01 3.404403552304712255e-01 2.129830555787946833e-01 -4.808926560216461588e-01 -9.391358683739566837e-01 -1.668571307353285738e+00 1.079965066585940825e+00 8.149109748724054914e-01 -8.096378919516512562e-01 -8.981868916523122470e-02 4.840839458645924687e-01 1.201199255692631529e-01 -2.618270320716002519e+00 1.889024609421796619e+00 -1.016514760044012311e+00 -2.835123888401518411e-01 -5.338478569775001459e-01 5.715825671146103071e-01 -1.029414711770804791e+00 -6.284646122058952511e-02 7.403251264907346751e-01 3.508916579381498591e-01 -1.270658069569720716e+00 8.183668163972018794e-01 1.523310873988551473e+00 -2.461762876151416257e-01 -8.527635798302896086e-02 4.719495646090504093e-01 9.971111915466746023e-01 8.582668247326145083e-01 5.108397342061767737e-02 -1.609352212177905361e+00 9.530687802365853667e-01
1.319049573980828116e+00 -1.451042683063554328e+00 -7.607260796566730487e-01 -8.178813918063622401e-02 -2.461774564802809984e+00 1.533328547773804340e+00 3.974520321225516462e-01 1.743867763464207021e+00 9.649599816604563784e-01 6.099417901699021316e-01 4.747885601552859214e-01 7.407415339666191256e-01 -1.009214392111703829e+00 -1.244534808207617749e+00 -4.671582841084172266e-02 7.935045861907947806e-01 1.957461530993494236e-02 -2.367690083761115338e-01 4.859659948221505821e-01 -1.650795448609108540e+00 -2.777408875479359107e-01 -9.223720740408185292e-02 1.515896227508954086e-01 -1.081054822440537633e+00 -1.005846228302974987e+00 -1.410663684019047404e+00 8.897132231747867381e-01 7.600578085362382774e-01 2.816194773986834266e-01 -2.004375140795698340e-01 -1.177416725809057541e+00 -6.273928757432258863e-01 -5.562903115893688133e-01 -1.701495644440661925e+00 -3.363836919326184116e-01 -3.999835333418459982e-01 9.915617606012525620e-01 1.880551602166573133e+00 1.966233377004414917e-01 6.767277035366133786e-01 -1.005847386093254192e+00 1.122582592682910940e+00 1.114536553078982140e+00 -8.814711746029955108e-01 1.596513711325993512e+00 1.650336256548212033e+00 1.006387643343701566e+00 3.088967454737893137e-01 2.063211096656231369e+00 -1.642335856244891285e-02
