-1.703134440057624044e+00 -6.466895104249797965e-01 2.563371779285824603e-01 1.047623980023888235e+00 -4.783022946653997520e-01 -2.173025998395146985e+00 6.353976579386032553e-01 7.811196024385479442e-01 1.828925696086503294e-01 2.152978397175048020e+00
-1.088313693586145714e+00 6.003057452775167890e-01 -1.375211486830259622e+00 -5.487038208667079087e-02 -9.291515730024065833e-01 9.506297567798516202e-01 -6.933466495163038701e-01 9.638737506123369325e-01 1.308227739783789589e+00 -2.536946567332178937e-01
-9.061149289172616417e-01 4.521778849540016854e-01 5.758275120643531197e-01 5.684258185689216036e-01 6.765927105480628034e-01 1.279690911243981932e-01 3.407429128201792112e-01 3.242461956866267148e-01 5.690163435570125827e-01 6.564715178320336131e-01
-3.510057024577228901e-01 1.908426047232479439e+00 1.131366025063481384e+00 4.568254988322664190e-01 -1.221577358696848803e+00 -4.801451613801497320e-01 -5.815603055665046206e-01 6.335232658216495283e-01 4.921929391696216460e-01 2.339266299142005179e-01
-1.754118690529547830e+00 1.347389618487895957e+00 1.017878308397309972e+00 -2.134921647265436651e+00 -4.851502515538848037e-01 -7.995072534201216330e-01 5.198125732440875835e-01 -2.822762996543621838e-01 -1.858501084254120306e+00 4.093929774643374486e-01
-2.785576595742881967e+00 -7.394800497251650118e-01 4.876411667284148432e-01 -1.205927379577520497e+00 1.192279374927422753e+00 1.034217231763888689e+00 -1.031770533133270051e+00 3.658538848131140386e-01 -2.827397911239923345e-01 7.029858910645724324e-01
5.119589701894643463e-01 -6.765860531009041390e-01 7.585217688076543174e-01 8.581147943401016276e-01 5.153174977979355642e-01 5.866042855695244862e-01 -1.266207164670576368e+00 1.326362418808153087e+00 1.008973474644434987e+00 -6.529817979001816264e-01
-5.195486917518516989e-01 1.776429076754090897e+00 -6.076149308491862744e-01 -4.556328278738389082e-01 -1.734171631942387659e+00 9.561205569732089682e-01 1.870929067344875740e+00 1.382777689051002401e+00 1.171289101548591560e+00 1.807963698533691377e-01
7.660235760514143566e-01 -7.389958670975514954e-01 6.596205729316122202e-02 4.384397354790361967e-01 -2.058938728605211654e+00 -9.270337463627361663e-01 -1.126693288217223976e-01 -2.396847654136077810e-01 -9.912499601746730393e-01 -3.064585955568429054e-01
1.107383431447905631e+00 8.207935163082502594e-01 9.850322505525586081e-01 1.574723169098868114e+00 1.137989088451196951e+00 -1.747460811662580937e+00 2.448100220559461970e+00 1.739866894791830987e+00 2.298030021485219621e+00 6.125695383176610331e-01
